Text-values,Numerical-values
"System status CNF 000800002324 2260 is active),  |",[[  45    1   84  464 1301    2   75]]
"Time collision 08:15 - 08:30 with 08:15 - 08:30),  |",[[28 32 15 18 15 16 20 15 18 15 16]]
"Time collision 08:00 - 08:15 with 08:00 - 08:15),  |",[[28 32 15 43 15 18 20 15 43 15 18]]
"Time collision 11:30 - 11:45 with 11:30 - 11:45),  |",[[ 28  32  73  16  73 143  20  73  16  73 143]]
"Time collision 11:30 - 12:00 with 11:30 - 12:00),  |",[[ 28  32  73  16 120  43  20  73  16 120  43]]
"Time collision 09:45 - 10:15 with 09:45 - 10:15),  |",[[ 28  32  25 143  29  18  20  25 143  29  18]]
"More than 24 hours entered for personnel number 00026187 on 09.08.2020),  |",[[  49   63   35   64   50    3   65   66 1302   67   25   15    5]]
"Time collision 09:10 - 09:40 with 09:10 - 09:40),  |",[[ 28  32  25  29  25 163  20  25  29  25 163]]
"Order 800002765 is already being processed by E0019099),  |",[[ 13 540   2  57  37  33  31 536]]
"System status CNF 000800003380 0840 is active),  |",[[  45    1   84 1303 1304    2   75]]
"Time collision 08:35 - 09:15 with 08:35 - 09:15),  |",[[ 28  32  15 159  25  18  20  15 159  25  18]]
"System status CNF 000800003230 2760 is active),  |",[[  45    1   84  559 1305    2   75]]
"System status CNF 000800002811 1940 is active),  |",[[  45    1   84  453 1306    2   75]]
"Time collision 08:00 - 08:45 with 08:00 - 08:45),  |",[[ 28  32  15  43  15 143  20  15  43  15 143]]
"System status CNF 000800002222 0894 is active),  |",[[  45    1   84  544 1307    2   75]]
"System status CNF 000800002720 4080 is active),  |",[[  45    1   84 1308 1309    2   75]]
"Time collision 12:00 - 12:30 with 12:00 - 12:30),  |",[[ 28  32 120  43 120  16  20 120  43 120  16]]
"Time collision 08:00 - 08:20 with 08:00 - 08:20),  |",[[28 32 15 43 15 69 20 15 43 15 69]]
"Time collision 11:15 - 12:00 with 11:15 - 12:00),  |",[[ 28  32  73  18 120  43  20  73  18 120  43]]
"Time collision 07:30 - 12:00 with 07:30 - 15:30),  |",[[ 28  32   8  16 120  43  20   8  16  18  16]]
"System status CNF 000800003472 0600 is active),  |",[[  45    1   84  468 1310    2   75]]
"System status CNF 000800004521 0030 is active),  |",[[ 45   1  84 560 561   2  75]]
"Order 800004329 is already being processed by E0020310),  |",[[  13 1311    2   57   37   33   31 1312]]
"Time collision 14:00 - 14:07 with 14:00 - 14:07),  |",[[28 32 79 43 79  8 20 79 43 79  8]]
"Time collision 07:30 - 13:30 with 07:30 - 08:00),  |",[[ 28  32   8  16 156  16  20   8  16  15  43]]
"System status CNF 000800003379 0110 is active),  |",[[  45    1   84 1313 1314    2   75]]
"Order 800002262 is already being processed by E0028401),  |",[[  13 1315    2   57   37   33   31  440]]
"Time collision 19:30 - 19:30 with 19:30 - 19:30), More than 24 hours entered for personnel number 00019277 on 17.09.2020 |","[[  28   32   61   16   61   16   20   61   16   61   16   49   63   35
    64   50    3   65   66 1316   67  106   25    5]]"
"Time collision 09:30 - 10:25 with 09:00 - 09:53),  |",[[ 28  32  25  16  29 154  20  25  43  25 192]]
"Time collision 13:00 - 15:30 with 07:30 - 15:30),  |",[[ 28  32 156  43  18  16  20   8  16  18  16]]
"Time collision 07:30 - 13:00 with 07:30 - 15:30),  |",[[ 28  32   8  16 156  43  20   8  16  18  16]]
"Time collision 07:30 - 14:00 with 07:30 - 15:30),  |",[[28 32  8 16 79 43 20  8 16 18 16]]
"System status CNF 000800004441 5009 is active),  |",[[  45    1   84  562 1317    2   75]]
"System status CNF 000800003149 2630 is active),  |",[[  45    1   84  436 1318    2   75]]
"Time collision 07:45 - 12:00 with 07:45 - 15:30),  |",[[ 28  32   8 143 120  43  20   8 143  18  16]]
"Order 800000301 is already being processed by E0026991),  |",[[  13 1319    2   57   37   33   31  452]]
"System status CNF 000800000301 0260 is active),  |",[[  45    1   84  445 1320    2   75]]
"System status CNF 000800002064 0880 is active),  |",[[  45    1   84 1321  563    2   75]]
"System status CNF 000800002753 1210 is active),  |",[[  45    1   84  542 1322    2   75]]
"Time collision 10:15 - 10:25 with 10:15 - 10:25),  |",[[ 28  32  29  18  29 154  20  29  18  29 154]]
"System status CNF 000800004458 0810 is active),  |",[[  45    1   84  558 1323    2   75]]
"Order 800003149 is already being processed by E0026803),  |",[[ 13 455   2  57  37  33  31 443]]
"System status CNF 000800001530 0410 is active),  |",[[  45    1   84  454 1324    2   75]]
"Time collision 12:00 - 15:30 with 07:30 - 15:30),  |",[[ 28  32 120  43  18  16  20   8  16  18  16]]
"System status CNF 000800001530 0450 is active),  |",[[  45    1   84  454 1325    2   75]]
"Network 000800003186 is already being processed by E0024883 ZPS_CN25),  |",[[456 469   2  57  37  33  31 545 446 457]]
"System status CNF 000800003062 2090 is active),  |",[[  45    1   84  429 1326    2   75]]
"System status CNF 000800003062 1580 is active),  |",[[  45    1   84  429 1327    2   75]]
"System status CNF 000800003062 1080 is active),  |",[[  45    1   84  429 1328    2   75]]
"System status CNF 000800003062 0910 is active),  |",[[  45    1   84  429 1329    2   75]]
"System status CNF 000800002859 3470 is active),  |",[[  45    1   84  564 1330    2   75]]
"System status CNF 000800003149 0700 is active),  |",[[  45    1   84  436 1331    2   75]]
"System status CNF 000800002787 0400 is active),  |",[[  45    1   84  466 1332    2   75]]
"System status CNF 000800002787 0390 is active),  |",[[  45    1   84  466 1333    2   75]]
"System status CNF 000800003186 1900 is active),  |",[[ 45   1  84 469 557   2  75]]
"You have no authorization in plant 1200 for order type TP02),  |",[[ 103   46   24   47   17  108  121    3   13   60 1334]]
"Order 800003149 is already being processed by E0025062),  |",[[  13  455    2   57   37   33   31 1335]]
"System status CNF 000520616845 0020 is active),  |",[[  45    1   84 1336  470    2   75]]
"Order 800002222 is already being processed by E0026803),  |",[[  13 1337    2   57   37   33   31  443]]
"System status CNF 000800000617 1840 is active),  |",[[  45    1   84 1338 1339    2   75]]
"Order 800003149 is already being processed by E0026728),  |",[[ 13 455   2  57  37  33  31 471]]
"Time collision 08:20 - 09:15 with 08:00 - 08:45),  |",[[ 28  32  15  69  25  18  20  15  43  15 143]]
"Order 800002561 is already being processed by E0026803),  |",[[ 13 556   2  57  37  33  31 443]]
"Order 800003616 is already being processed by E0027477),  |",[[ 13 541   2  57  37  33  31 451]]
"System status CNF 000800003230 2680 is active),  |",[[  45    1   84  559 1340    2   75]]
"System status CNF 000520617512 0020 is active),  |",[[  45    1   84 1341  470    2   75]]
"System status CNF 000800003616 3720 is active),  |",[[  45    1   84 1342 1343    2   75]]
"System status CNF 000800001385 0430 is active),  |",[[  45    1   84 1344  467    2   75]]
"Time collision 09:30 - 09:36 with 09:30 - 10:00),  |",[[ 28  32  25  16  25 200  20  25  16  29  43]]
"Order 800002787 is already being processed by E0026991),  |",[[  13 1345    2   57   37   33   31  452]]
"System status CNF 000800003472 1280 is active),  |",[[  45    1   84  468 1346    2   75]]
"System status CNF 000800003472 0920 is active),  |",[[  45    1   84  468 1347    2   75]]
"Order 800001528 is already being processed by BATCH_IT_PS),  |",[[  13 1348    2   57   37   33   31  546  547  548]]
"Order 800002562 is already being processed by E0026728),  |",[[ 13 565   2  57  37  33  31 471]]
"System status CNF 000800003255 0030 is active),  |",[[  45    1   84 1349  561    2   75]]
"Time collision 07:34 - 07:35 with 07:34 - 07:35),  |",[[ 28  32   8 212   8 159  20   8 212   8 159]]
"Time collision 08:30 - 09:30 with 08:30 - 09:30),  |",[[28 32 15 16 25 16 20 15 16 25 16]]
"System status CNF 000800003186 1890 is active),  |",[[ 45   1  84 469 554   2  75]]
"Time collision 14:00 - 15:30 with 11:00 - 02:00),  |",[[28 32 79 43 18 16 20 73 43 96 43]]
"System status CNF 000800003335 0880 is active),  |",[[  45    1   84 1350  563    2   75]]
"Order 800003187 is already being processed by E0021552),  |",[[  13 1351    2   57   37   33   31 1352]]
"Time collision 10:45 - 11:15 with 10:45 - 11:15),  |",[[ 28  32  29 143  73  18  20  29 143  73  18]]
"Order 800002562 is already being processed by E0026424),  |",[[  13  565    2   57   37   33   31 1353]]
"System status CNF 000800000301 0140 is active),  |",[[  45    1   84  445 1354    2   75]]
"System status CNF 000800000301 4331 is active),  |",[[  45    1   84  445 1355    2   75]]
"System status CNF 000800000301 4411 is active),  |",[[  45    1   84  445 1356    2   75]]
"System status CNF 000800002324 2750 is active),  |",[[  45    1   84  464 1357    2   75]]
"System status CNF 000800004684 0650 is active),  |",[[  45    1   84 1358  539    2   75]]
"Time collision 07:30 - 24:00 with 07:30 - 14:30),  |",[[28 32  8 16 35 43 20  8 16 79 16]]
"System status CNF 000800004441 5048 is active),  |",[[  45    1   84  562 1359    2   75]]
"Order 800003149 is already being processed by E0026266),  |",[[ 13 455   2  57  37  33  31 566]]
"Time collision 12:45 - 13:15 with 12:45 - 13:15),  |",[[ 28  32 120 143 156  18  20 120 143 156  18]]
"Order 800005144 is already being processed by E0027477),  |",[[  13 1360    2   57   37   33   31  451]]
"System status CNF 000520599549 0020 is active),  |",[[  45    1   84 1361  470    2   75]]
"A confirmation function can only be executed in dialog mode),  |",[[ 36  53 109  22 110  23 122  17  59 123]]
"Network 000800003149 is already being processed by E0026266 ZPS_CN25),  |",[[456 436   2  57  37  33  31 566 446 457]]
"System status CNF 000800003149 3090 is active),  |",[[  45    1   84  436 1362    2   75]]
"Order 800002854 is already being processed by E0026728),  |",[[  13 1363    2   57   37   33   31  471]]
"Network 000800002859 is already being processed by E0027183 ZPS_CN25),  |",[[ 456  564    2   57   37   33   31 1364  446  457]]
"Order 800000299 is already being processed by E0028401),  |",[[  13 1365    2   57   37   33   31  440]]
"Network 000800002561 is already being processed by E0027275 ZPS_CN25),  |",[[ 456  444    2   57   37   33   31 1366  446  457]]
"System status CNF 000800004521 5130 is active),  |",[[  45    1   84  560 1367    2   75]]
"System status CNF 000800003737 0530 is active),  |",[[  45    1   84 1368 1369    2   75]]
"System status CNF 000800004442 1470 is active),  |",[[  45    1   84 1370 1371    2   75]]
"Time collision 09:45 - 10:45 with 09:45 - 10:45),  |",[[ 28  32  25 143  29 143  20  25 143  29 143]]
"Time collision 10:00 - 10:45 with 10:00 - 10:45),  |",[[ 28  32  29  43  29 143  20  29  43  29 143]]
Notification 300711120 locked by E0023878,[[  11 1372   10   31 1373]]
Order 550086816 is locked and cannot be changed,[[  13 1374    2   10   27   22    4   23   51]]
Status of order 1000503378 does not allow changes,[[   1   42   13 1375   52    4   74   83]]
User status E0006 is not allowed (OR000550087354),[[   6    1 1376    2    4   88 1377]]
"The context with the session id [session-316] scope type [null] is currently used in thread Thread-120915 [0x1e222].Current thread is SAPWM_PSker 10212 Thread [0xcb3].),  |","[[  21  149   20   21  100  150  100 1378  151   60  125    2   48  152
    17   38   38 1379 1380  153   38    2  430  431  567   38  568]]"
Notification 000300711327 is not locked,[[  11 1381    2    4   10]]
Notification 300711301 locked by E0013718,[[  11 1382   10   31 1383]]
"The context with the session id [session-488] scope type [null] is currently used in thread Thread-343650 [0x55db4].Current thread is SAPWM_PSker 10212 Thread [0xcb3].),  |","[[  21  149   20   21  100  150  100 1384  151   60  125    2   48  152
    17   38   38 1385 1386  153   38    2  430  431  567   38  568]]"
Order 550074715 is locked and cannot be changed,[[  13 1387    2   10   27   22    4   23   51]]
You are not authorized for Create Document with document type ZM1,[[ 103   62    4  441    3  155  198   20  198   60 1388]]
Order 550088081 is locked and cannot be changed,[[  13 1389    2   10   27   22    4   23   51]]
User status E0004 is not allowed (OR000550082616),[[   6    1  425    2    4   88 1390]]
User status E0004 is not allowed (OR000550083361),[[   6    1  425    2    4   88 1391]]
User status E0004 is not allowed (OR000550075711),[[   6    1  425    2    4   88 1392]]
Order 1000498484 is locked and cannot be changed,[[  13 1393    2   10   27   22    4   23   51]]
User status E0004 is not allowed (OR000550087423),[[   6    1  425    2    4   88 1394]]
User status E0004 is not allowed (OR000550088066),[[   6    1  425    2    4   88 1395]]
Order 1000510575 is locked and cannot be changed,[[  13 1396    2   10   27   22    4   23   51]]
User status E0004 is not allowed (OR000550079327),[[   6    1  425    2    4   88 1397]]
Notification 000300716729 is not locked,[[  11 1398    2    4   10]]
Status of order 1000512921 does not allow changes,[[   1   42   13 1399   52    4   74   83]]
Notification 000300717260 is not locked,[[  11 1400    2    4   10]]
Notification 300717094 locked by E0013725,[[  11 1401   10   31 1402]]
Notification 000300716979 is not locked,[[  11 1403    2    4   10]]
"Problem in BAPI Create (ZPM_FM_WCLR_MGMNT):The context with the session id [session-286] scope type [null] is currently used in thread Thread-229991 [0x390b6].Current thread is SAPWM_PSker 11044 Thread [0xa8bc].),  |","[[ 160   17   78  155  166  222 1404 1405   21  149   20   21  100  150
   100 1406  151   60  125    2   48  152   17   38   38 1407 1408  153
    38    2  430  431 1409   38 1410]]"
Notification 300714686 locked by E0013719,[[  11 1411   10   31  569]]
Notification 000300717094 is not locked,[[  11 1412    2    4   10]]
Order 1000499977 is locked and cannot be changed,[[  13 1413    2   10   27   22    4   23   51]]
User status E0004 is not allowed (OR000550078946),[[   6    1  425    2    4   88 1414]]
Order 1000496640 is locked and cannot be changed,[[ 13 570   2  10  27  22   4  23  51]]
Order 1000496647 is locked and cannot be changed,[[  13 1415    2   10   27   22    4   23   51]]
User status E0004 is not allowed (OR000550082643),[[   6    1  425    2    4   88 1416]]
Notification 300707287 locked by E0023990,[[  11 1417   10   31  571]]
Notification 300707054 locked by E0023990,[[  11 1418   10   31  571]]
"The context with the session id [session-856] scope type [null] is currently used in thread Thread-457002 [0x72265].Current thread is SAPWM_PSker 1964 Thread [0xb70].),  |","[[  21  149   20   21  100  150  100 1419  151   60  125    2   48  152
    17   38   38 1420 1421  153   38    2  430  431 1422   38 1423]]"
Status of order 1000512092 does not allow changes,[[   1   42   13 1424   52    4   74   83]]
Order 550088383 is currently being processed .,[[  13 1425    2   48   37   33]]
Order 550088513 is locked and cannot be changed,[[  13 1426    2   10   27   22    4   23   51]]
Order 1000500582 is locked and cannot be changed,[[  13 1427    2   10   27   22    4   23   51]]
Notification 000300703802 is not locked,[[  11 1428    2    4   10]]
"The context with the session id [session-213] scope type [null] is currently used in thread Thread-391255 [0x636aa].Current thread is SAPWM_PSker 4504 Thread [0x2584].),  |","[[  21  149   20   21  100  150  100 1429  151   60  125    2   48  152
    17   38   38 1430 1431  153   38    2  430  431 1432   38 1433]]"
Order 550082192 is locked and cannot be changed,[[  13 1434    2   10   27   22    4   23   51]]
Notification 000300715498 is not locked,[[  11 1435    2    4   10]]
User status E0004 is not allowed (OR000550087686),[[   6    1  425    2    4   88 1436]]
User status E0004 is not allowed (OR000550087689),[[   6    1  425    2    4   88 1437]]
Order 1000496640 is currently being processed .,[[ 13 570   2  48  37  33]]
Order 550087096 is locked and cannot be changed,[[  13 1438    2   10   27   22    4   23   51]]
Notification 000300715530 is not locked,[[  11 1439    2    4   10]]
"The context with the session id [session-649] scope type [null] is currently used in thread Thread-247346 [0x3e89c].Current thread is SAPWM_PSker 5812 Thread [0x3e8f2].),  |","[[  21  149   20   21  100  150  100 1440  151   60  125    2   48  152
    17   38   38 1441 1442  153   38    2  430  431 1443   38 1444]]"
User status E0004 is not allowed (OR000550088173),[[   6    1  425    2    4   88 1445]]
Order 1000498797 is locked and cannot be changed,[[  13 1446    2   10   27   22    4   23   51]]
Order 1000497356 is locked and cannot be changed,[[  13 1447    2   10   27   22    4   23   51]]
Notification 000300714356 is not locked,[[  11 1448    2    4   10]]
User status E0004 is not allowed (OR000550087426),[[   6    1  425    2    4   88 1449]]
Order 550085366 is locked and cannot be changed,[[  13 1450    2   10   27   22    4   23   51]]
Order 550086420 is locked and cannot be changed,[[  13 1451    2   10   27   22    4   23   51]]
Order 550087877 is locked and cannot be changed,[[  13 1452    2   10   27   22    4   23   51]]
Notification 300704269 locked by E0013719,[[  11 1453   10   31  569]]
User status E0004 is not allowed (OR000550083839),[[   6    1  425    2    4   88 1454]]
